name,street_address,city,state,postal_code,country,latitude,longitude,phone,website,rating_value,review_count,services,category,google_place_id,description,source,canonical_url,is_chain,chain_name
Saunacustom.com,1637 W University Pkwy,Sarasota,FL,34243,US,27.389957,-82.5376821,(941) 228-2179,https://saunacustom.com/,,,"Infrared Sauna, Traditional Sauna",,,"Traditional Sauna available in Sarasota, Florida. ",plunge,https://plungesaunafinder.com/florida/sarasota/saunacustom-com,False,
Stone Sauna Spa,6522 S Tamiami Trl,Sarasota,FL,34231,US,27.2593631,-82.5224495,(941) 299-9886,http://stonesaunaspa.wixsite.com/34231,4.5,46.0,"Infrared Sauna, Massage, Traditional Sauna",,ChIJBb9tEIFBw4gRuKAJXQcenuM,"Massage available in Sarasota, Florida. Private Session available.",plunge,https://plungesaunafinder.com/florida/sarasota/stone-sauna-spa,False,
Suncoast Acupuncture and Ozone Steam Sauna,5602 Marquesas Cir #206,Sarasota,FL,34233,US,27.2719225,-82.4877549,(941) 928-6030,https://www.suncoastacu.com/,5.0,1.0,Traditional Sauna,,ChIJr6I6sZZBw4gR2xoOOYvwP1I,"wellness services available in Sarasota, Florida. ",plunge,https://plungesaunafinder.com/florida/sarasota/suncoast-acupuncture-and-ozone-steam-sauna,False,
The Salt Caves & Spa at Lakewood Ranch,5200 Paylor Ln,Sarasota,FL,34240,US,27.3769121,-82.4227006,(941) 290-5113,https://thesaltcaveslwr.com/,4.8,84.0,"Halotherapy, Infrared Sauna, Red Light Therapy",,ChIJzSc_qus5w4gRRnzOp1gg8pA,"Halotherapy available in Sarasota, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/sarasota/the-salt-caves-spa-at-lakewood-ranch,False,
Wisdom Wellness & Colon Care MM43473,5644 Swift Rd,Sarasota,FL,34231,US,27.271685,-82.5146043,(941) 330-7217,http://www.wisdomwellnessandcoloncare.com/,5.0,54.0,"Infrared Sauna, Cold Plunge, Massage",,ChIJl2NQVKlbw4gRKF9bzio8RzY,"Infrared Sauna available in Sarasota, Florida. Private Session available.",plunge,https://plungesaunafinder.com/florida/sarasota/wisdom-wellness-colon-care-mm43473,False,
beem®️ Light Sauna - Sarasota Siesta Key,3800 S Tamiami Trl # 29,Sarasota,FL,34239,US,27.2992419,-82.5321004,(941) 298-0444,https://www.beemlightsauna.com/location/sarasota-siesta-key,,,"Infrared Sauna, Red Light Therapy, Float",,,"Infrared Sauna available in Sarasota, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/sarasota/beem-light-sauna-sarasota-siesta-key,True,beem Light Sauna
Beach Wellness Center,11125 Park Blvd #106,Seminole,FL,33772,US,27.8406628,-82.7930434,(833) 242-3224,https://www.beachwellnesscenter.com/,5.0,22.0,"Cold Plunge, Cryotherapy, Float, Halotherapy, Infrared Sauna, PEMF Therapy, Red Light Therapy",,ChIJL5cgSOf7wogRTm87RlEAbXI,"Cold Plunge available in Seminole, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/seminole/beach-wellness-center,False,
Kintsugi Espacios - Miami,5785 SW 160th Ave,Southwest Ranches,FL,33331,US,26.0460907,-80.3621055,(954) 248-9535,https://kintsugiespacios.com/,5.0,170.0,"Infrared Sauna, Massage, Traditional Sauna",,ChIJHU5ri3S_2YgRhUc6kDx8RjQ,"Traditional Sauna available in Southwest Ranches, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/southwest-ranches/kintsugi-espacios-miami,False,
Abbracci Wellness Center,74 Roberts Vlg Ct #502,St Johns,FL,32259,US,30.0625283,-81.6110063,(904) 697-1885,https://abbraccihealth.com/,5.0,14.0,"Infrared Sauna, Cryotherapy, Lymphatic Drainage, Red Light Therapy, PEMF Therapy, Massage",,ChIJh4WQS9fR5YgRr8tL2k8q2Zw,"Infrared Sauna available in St Johns, Florida. Private Session available.",plunge,https://plungesaunafinder.com/florida/st-johns/abbracci-wellness-center,False,
"HOTWORX- St. Johns, FL - Durbin Pavilion",45 Durbin Pavilion Dr Suite 104,St Johns,FL,32259,US,30.1030996,-81.5177685,(904) 436-5040,https://www.hotworx.net/studio/stjohns-durbinpavilion,4.7,46.0,Infrared Sauna,,ChIJKQrj1HXN5YgRBxlv9argatE,"Infrared Sauna available in St Johns, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/st-johns/hotworx-st-johns-fl-durbin-pavilion,True,HOTWORX
Circles of Wellness,955 Registry Blvd #117,St. Augustine,FL,32092,US,29.9653486,-81.5146441,(904) 940-7800,https://circlesofwellness.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb_augustine,4.8,310.0,"Infrared Sauna, Massage",,ChIJv7q9W00r5IgROV2Wg9XaGyM,"Infrared Sauna available in St. Augustine, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/st-augustine/circles-of-wellness,False,
"Renata Well Spa, LLC",533 W Twincourt Trail,St. Augustine,FL,32095,US,29.9866512,-81.456165,(904) 770-5021,https://renatawellspa.com/,4.9,242.0,"Infrared Sauna, Massage, Red Light Therapy, Cryotherapy",,ChIJnfB4jPUt5IgRTFrKsaVdT-A,"Infrared Sauna available in St. Augustine, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/st-augustine/renata-well-spa-llc,False,
Reset Wellness & Aesthetics,107 Nature Walk Pkwy Unit #102,St. Augustine,FL,32092,US,30.0570839,-81.5365248,(904) 671-9190,http://resetwellnessandaesthetics.com/,4.9,28.0,"Cold Plunge, Cryotherapy, Float, Halotherapy, Infrared Sauna, Red Light Therapy",,ChIJcary0z6d5ogRtpL67ZE2BDM,"Cold Plunge available in St. Augustine, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/st-augustine/reset-wellness-aesthetics,False,
Salt Spa St Augustine,28 Cordova St,St. Augustine,FL,32084,US,29.8959664,-81.3150838,(904) 814-8641,http://saltaugustine.com/,4.5,424.0,"Float, Halotherapy, Infrared Sauna, Massage, Salt Room",,ChIJMW1AK74n5IgRJZvdNo_DkAc,"Float available in St. Augustine, Florida. Day Pass available.",plunge,,False,
Serasana,70 Silver Frst Dr Ste 109,St. Augustine,FL,32092,US,30.0172908,-81.509667,(904) 217-6500,https://serasana.com/stjohns/,5.0,57.0,"Infrared Sauna, Massage, Lymphatic Drainage, Red Light Therapy",,ChIJAatMyhkt5IgRsPK7AEzU_JA,"Infrared Sauna available in St. Augustine, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/st-augustine/serasana,False,
Balance House | Sauna & Cold Plunge,2156 Central Ave,St. Petersburg,FL,33712,US,27.7708403,-82.6625903,(727) 621-7001,https://balancehousestudio.com/,5.0,87.0,"Cold Plunge, Infrared Sauna, Red Light Therapy, Traditional Sauna",,ChIJjWgyWwDjwogRv4ltg6kxJzM,"Traditional Sauna available in St. Petersburg, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/st-petersburg/balance-house-sauna-cold-plunge,False,
Florida Float Spa St. Pete,517 Dr M.L.K. Jr St N,St. Petersburg,FL,33701,US,27.7779889,-82.6464156,(833) 356-2887,https://floridafloatspa.com/,4.8,151.0,"Float, Infrared Sauna, Cold Plunge, PEMF Therapy, Massage",,ChIJrxmZvH_hwogRzSce_50VYQk,"Float available in St. Petersburg, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/st-petersburg/florida-float-spa-st-pete,False,
"HOTWORX - St. Petersburg, FL - 4th Street North",4611 4th St N,St. Petersburg,FL,33703,US,27.8143095,-82.6382366,(727) 498-3820,https://www.hotworx.net/studio/st-petersburg-4thstreetnorth,5.0,145.0,Infrared Sauna,,ChIJP6UMoNDhwogRe3q_TiMhomc,"Infrared Sauna available in St. Petersburg, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/st-petersburg/hotworx-st-petersburg-fl-4th-street-north,True,HOTWORX
IceBurg Cold Plunge,1150 19th St N,St. Petersburg,FL,33713,US,27.7836526,-82.6590465,(727) 592-1000,http://www.iceburgcoldplunge.com/,5.0,127.0,"Cold Plunge, Infrared Sauna, Red Light Therapy",,ChIJIX6wWyPjwogR0aZ1FWue3yg,"Cold Plunge available in St. Petersburg, Florida. Day Pass available.",plunge,,False,
Iceyard Plunge & Sauna,1934 2nd Ave S,St. Petersburg,FL,33712,US,27.7691878,-82.6595011,(727) 280-5983,http://iceyardplunge.com/,4.9,28.0,"Cold Plunge, Infrared Sauna, Red Light Therapy",,ChIJu3V8qiXjwogRjLs0pjYaDrI,"Cold Plunge available in St. Petersburg, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/st-petersburg/iceyard-plunge-sauna,False,
Plunsana,2300 26th St N B,St. Petersburg,FL,33713,US,27.7931105,-82.6694619,(727) 405-8853,https://www.plunsana.com/,5.0,59.0,"Cold Plunge, Infrared Sauna, Red Light Therapy, Traditional Sauna",,ChIJXbq3tlfjwogRG0EHTkob-oE,"Traditional Sauna available in St. Petersburg, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/st-petersburg/plunsana,False,
Recovery Oasis,105 1st St S,St. Petersburg,FL,33701,US,27.7701697,-82.6341793,(727) 346-5060,https://therecoveryoasis.com/,5.0,122.0,"Cold Plunge, Infrared Sauna, Red Light Therapy",,ChIJYfPFB8XhwogRMgXhGugb1c8,"Cold Plunge available in St. Petersburg, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/st-petersburg/recovery-oasis,False,
Restore Hyper Wellness,1700 4th St N,St. Petersburg,FL,33704,US,27.7885551,-82.6387567,(727) 289-4733,https://www.restore.com/locations/fl-st-petersburg-fl004?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk4NDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.9,247.0,"Cryotherapy, Red Light Therapy, Infrared Sauna",,ChIJWzNc1TnhwogR-P6ESYSpOEE,"Cryotherapy available in St. Petersburg, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/st-petersburg/restore-hyper-wellness-crescent-lake,True,Restore Hyper Wellness
Performance Hyperbaric,1929 NW Federal Hwy #1,Stuart,FL,34994,US,27.228322,-80.2644087,(772) 241-2763,https://www.performancehyperbaric.com/,5.0,47.0,"Infrared Sauna, Cryotherapy, Float, Halotherapy, Hot Tub, Ice Bath, Jacuzzi, Lymphatic Drainage, Massage, PEMF Therapy, Red Light Therapy, Salt Room, Steam Room",,ChIJhz1hjjor34gRmWAgtxst29c,"Infrared Sauna available in Stuart, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/stuart/performance-hyperbaric,False,
Soul Soak,1605 NW Federal Hwy,Stuart,FL,34994,US,27.2248536,-80.2632546,(772) 634-0830,https://www.soulsoakstuart.com/,5.0,23.0,"Cold Plunge, Infrared Sauna, Float, PEMF Therapy, Massage",,ChIJRfXqSUfn3ogRGa782xwdDM8,"Cold Plunge available in Stuart, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/stuart/soul-soak,False,
Spa Nine & Hair Design,3214 SE Federal Hwy,Stuart,FL,34997,US,27.1641228,-80.2286892,(772) 219-1119,https://www.spanine.com/,4.9,580.0,"Infrared Sauna, Massage, Red Light Therapy",,ChIJu_D2rqvd3ogRQSH9a3cQUKM,"Infrared Sauna available in Stuart, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/stuart/spa-nine-hair-design,False,
The Center Gym,508 S Colorado Ave,Stuart,FL,34994,US,27.1959489,-80.2530629,(772) 210-5744,http://www.centerathletics.com/,4.9,65.0,"Infrared Sauna, Cold Plunge, Massage",,ChIJ5wbderPd3ogRdrvJTF_qK5c,"Infrared Sauna available in Stuart, Florida. Membership available.",plunge,,False,
iCRYO Stuart CRYOTHERAPY + iV THERAPY + EMsculpt NEO + Hydrafacial + RED LIGHT THERAPY,2347 SE Federal Hwy,Stuart,FL,34994,US,27.1774506,-80.2337651,(772) 246-2796,https://icryo.com/location/stuart-fl/,4.9,481.0,"Cryotherapy, Red Light Therapy, Infrared Sauna, Float",,ChIJo6Edm7fd3ogRBwoamqgk-10,"Cryotherapy available in Stuart, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/stuart/icryo-stuart-cryotherapy-iv-therapy-emsculpt-neo-hydrafacial-red-light-therapy,True,iCRYO
The Ludus Gym,753 Shotgun Rd,Sunrise,FL,33326,US,26.109812,-80.350959,(754) 312-2145,https://www.theludusgym.com/,5.0,40.0,"Cold Plunge, Infrared Sauna, Massage, Red Light Therapy, Traditional Sauna",,ChIJcf9UclwJ2YgR-lmyN-a3sv0,"Traditional Sauna available in Sunrise, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/sunrise/the-ludus-gym,False,
Flowstate Hot HIIT Studio,1130 Thomasville Rd,Tallahassee,FL,32303,US,30.4551998,-84.2785971,,https://www.flowstatemidtown.com/,5.0,2.0,"Cold Plunge, Infrared Sauna, Traditional Sauna",,ChIJQ-ls7U317IgRgTQvp8vPOfs,"Traditional Sauna available in Tallahassee, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/tallahassee/flowstate-hot-hiit-studio,False,
"HOTWORX - Tallahassee, FL - W. College",444 W College Ave Unit 3,Tallahassee,FL,32301,US,30.4408833,-84.2880044,(850) 807-0100,https://www.hotworx.net/studio/tallahassee-wcollege/,4.2,80.0,Infrared Sauna,,ChIJ31PkDEf17IgRpIN6W4ADQJ4,"Infrared Sauna available in Tallahassee, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/tallahassee/hotworx-tallahassee-fl-w-college,True,HOTWORX
Midtown Movement,1355 N Monroe St,Tallahassee,FL,32303,US,30.4575967,-84.2802805,(850) 545-4170,https://www.midtownmovementtlh.com/,4.9,45.0,"Cold Plunge, Infrared Sauna, Traditional Sauna",,ChIJUzcgT9z17IgRSLP6Wn28r2c,"Traditional Sauna available in Tallahassee, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/tallahassee/midtown-movement,False,
Solitude Sauna Studio,2915 Kerry Forest Pkwy STE 603,Tallahassee,FL,32309,US,30.5405534,-84.2257221,(850) 212-1957,https://solitudesaunastudio.com/,5.0,11.0,"Infrared Sauna, Halotherapy, Massage",,ChIJ-U587JtZ7IgRcoaV1UkV2oI,"Infrared Sauna available in Tallahassee, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/tallahassee/solitude-sauna-studio,False,
Verity Health Center,6668 Thomasville Rd,Tallahassee,FL,32312,US,30.5605094,-84.2192715,(850) 320-6158,http://verityhealthcenter.com/,5.0,147.0,"Infrared Sauna, Massage",,ChIJWbPcS8hZ7IgRkUkYNsS5BCs,"Infrared Sauna available in Tallahassee, Florida. Private Session available.",plunge,https://plungesaunafinder.com/florida/tallahassee/verity-health-center,False,
Verity Health Center [Midtown],1449 Thomasville Rd,Tallahassee,FL,32303,US,30.4593461,-84.2751391,(850) 765-6038,http://www.verityhealthcenter.com/,4.8,61.0,"Infrared Sauna, Massage",,ChIJbfljCIb17IgRm_e4-hFVjBk,"Infrared Sauna available in Tallahassee, Florida. Private Session available.",plunge,https://plungesaunafinder.com/florida/tallahassee/verity-health-center-midtown,False,
saunace,656 Dent St,Tallahassee,FL,32304,US,30.4509409,-84.2931056,,https://www.saunace.com/,,,"Infrared Sauna, Traditional Sauna, PEMF Therapy, Red Light Therapy, Lymphatic Drainage, Cryotherapy, Float",,,"Infrared Sauna available in Tallahassee, Florida. ",plunge,https://plungesaunafinder.com/florida/tallahassee/saunace,False,
Black House,334 S Hyde Park Ave,Tampa,FL,33606,US,27.939977,-82.4636405,(813) 874-2332,https://blackhousetampa.com/,4.6,9.0,"Cold Plunge, Infrared Sauna, Traditional Sauna",,ChIJWW39ffzFwogRwu4FD3sbSK0,"Traditional Sauna available in Tampa, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/tampa/black-house,False,
Diesel Optimization,1202 W Carmen St,Tampa,FL,33606,US,27.9487547,-82.4710873,(813) 254-3707,https://www.dieseloptimization.com/,5.0,60.0,"Traditional Sauna, Infrared Sauna, Cold Plunge",,ChIJ1a5aaYHEwogRHgV3TLjLHRM,"Traditional Sauna available in Tampa, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/tampa/diesel-optimization,False,
Embers & Ice,802 N 12th St B,Tampa,FL,33602,US,27.9548314,-82.4474241,(813) 999-1176,https://embersice.com/,5.0,7.0,"Cold Plunge, Infrared Sauna, Traditional Sauna",,ChIJ42cQQs_FwogRz1jIAQPFMvg,"Traditional Sauna available in Tampa, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/tampa/embers-ice,False,
Florida Float Spa Tampa,14405 N Dale Mabry Hwy,Tampa,FL,33618,US,28.0789481,-82.5063288,(833) 356-2887,http://www.floridafloatspa.com/,4.8,112.0,"Float, Infrared Sauna, Cold Plunge, PEMF Therapy, Massage",,ChIJC9-cy5HAwogRcqDmMzIdaew,"Float available in Tampa, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/tampa/florida-float-spa-tampa,False,
Hot Box Cold Plunge,4423 N Florida Ave Suite B,Tampa,FL,33603,US,27.9858522,-82.4591551,(813) 330-0525,https://www.hotboxcoldplunge.com/,,,"Cold Plunge, Infrared Sauna, Traditional Sauna",,,"Traditional Sauna available in Tampa, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/tampa/hot-box-cold-plunge,False,
Kodawari Studios,3965 Henderson Blvd Suite C,Tampa,FL,33629,US,27.9313366,-82.5095353,(813) 999-1874,https://www.kodawaristudios.com/,4.9,232.0,"Cold Plunge, Float, Infrared Sauna, Massage, Traditional Sauna",,ChIJB55tmiLDwogRWl7ELbp-Pa4,"Traditional Sauna available in Tampa, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/tampa/kodawari-studios,False,
Perspire Sauna Studio,1155 S Dale Mabry Hwy Suite 16/17,Tampa,FL,33629,US,27.9326175,-82.5063215,(813) 773-8274,https://www.perspiresaunastudio.com/fl/south-tampa/,5.0,24.0,"Cold Plunge, Halotherapy, Infrared Sauna, Red Light Therapy",,ChIJP3rJI6zDwogRYBe5ZLZJEIw,"Red Light Therapy available in Tampa, Florida. Day Pass available.",plunge,,True,Perspire Sauna Studio
Perspire Sauna Studio Tampa,15425 N Dale Mabry Hwy,Tampa,FL,33618,US,,,,https://www.perspiresaunastudio.com,4.9,175.0,"Infrared Sauna, Red Light Therapy",Infrared Sauna Studio,,,original,,True,Perspire Sauna Studio
Restore Hyper Wellness,10718 Countryway Blvd,Tampa,FL,33626,US,28.0572201,-82.6237759,(813) 510-3104,https://www.restore.com/locations/fl-tampa-westchase-fl012?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk4NDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,5.0,207.0,"Cryotherapy, Red Light Therapy, Infrared Sauna",,ChIJiZtEqG3rwogR6R9dRcVha-k,"Cryotherapy available in Tampa, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/tampa/restore-hyper-wellness-10718,True,Restore Hyper Wellness
Restore Hyper Wellness,13158 N Dale Mabry Hwy,Tampa,FL,33618,US,28.0663295,-82.5072561,(813) 252-5464,https://www.restore.com/locations/fl-tampa-carrollwood-fl009?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk4NDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.9,305.0,"Cryotherapy, Red Light Therapy, Infrared Sauna",,ChIJp6Y22AjBwogRZxCsXeP_84U,"Cryotherapy available in Tampa, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/tampa/restore-hyper-wellness-13158,True,Restore Hyper Wellness
Restore Hyper Wellness Tampa,4206 W Boy Scout Blvd,Tampa,FL,33607,US,,,,https://restore.com,4.6,155.0,"Cryotherapy, Infrared Sauna, IV Therapy",Wellness Studio,,,original,,True,Restore Hyper Wellness
SOHO Wellness & Med Spa | Tampa,103 S Boulevard,Tampa,FL,33606,US,27.944218,-82.468799,(813) 512-6920,https://soho-wellness.com/,4.8,619.0,"Infrared Sauna, Massage",,ChIJf330iYTEwogRieyLXpjenTU,"Infrared Sauna available in Tampa, Florida. Private Session available.",plunge,https://plungesaunafinder.com/florida/tampa/soho-wellness-med-spa-tampa,False,
Shangri-La Bath & Sauna,5636 E Hillsborough Ave,Tampa,FL,33610,US,27.996683,-82.3913899,(813) 626-9911,http://www.shangrilasauna.com/,4.3,657.0,Traditional Sauna,,ChIJGyFC9QDGwogRn3q46tLrDe4,"wellness services available in Tampa, Florida. ",plunge,https://plungesaunafinder.com/florida/tampa/shangri-la-bath-sauna,False,
Sweatology,2102 S MacDill Ave C,Tampa,FL,33629,US,27.9256727,-82.4932535,(813) 251-0925,https://www.sweatologystudio.com/,4.5,46.0,Infrared Sauna,,ChIJIyeBH4vDwogRrqmvp7HbSAc,"Infrared Sauna available in Tampa, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/tampa/sweatology,False,
The Body Lab,1701 N 14th St,Tampa,FL,33605,US,27.9597454,-82.4441039,(813) 418-7464,http://bodylab-booking.com/,4.8,39.0,"Cold Plunge, Infrared Sauna, Lymphatic Drainage, Massage, Red Light Therapy, Traditional Sauna",,ChIJ1SkoLD7FwogRff94a6T6okc,"Cold Plunge available in Tampa, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/tampa/the-body-lab,False,
The Salt Spa,16021 Tampa Palms Blvd W,Tampa,FL,33647,US,,,(813) 908-7258,https://thesaltspatampa.com,4.8,220.0,"Infrared Sauna, Halotherapy, Massage",Wellness Spa,,,original,,False,
Triarii Fitness,6319 Memorial Hwy,Tampa,FL,33615,US,27.9914607,-82.5758141,(813) 546-8280,https://www.triariifitness.com/,5.0,23.0,"Infrared Sauna, Massage, Traditional Sauna",,ChIJb4mAhVrrwogRvvz6YDcTC8Y,"Traditional Sauna available in Tampa, Florida. Private Session available.",plunge,https://plungesaunafinder.com/florida/tampa/triarii-fitness,False,
Tummo Studios Tampa,1200 W Platt St #202,Tampa,FL,33606,US,27.9415885,-82.4718272,(813) 777-1792,https://www.tummostudios.com/,5.0,26.0,"Cold Plunge, Float, Infrared Sauna, PEMF Therapy, Red Light Therapy, Traditional Sauna",,ChIJpSfLbsHDwogRn-IA9kNtVSs,"Traditional Sauna available in Tampa, Florida. Day Pass available.",plunge,,False,
Turtle shell UBR,6102 E Adamo Dr Ste 3W,Tampa,FL,33619,US,27.9526561,-82.3851275,(813) 694-9559,http://www.turtleshellubr.com/,5.0,35.0,"Cold Plunge, Infrared Sauna, Red Light Therapy, Traditional Sauna",,ChIJK60shE7PwogR2w4JGmvds-A,"Cold Plunge available in Tampa, Florida. Private Session available.",plunge,https://plungesaunafinder.com/florida/tampa/turtle-shell-ubr,False,
Tarpon Shores Inn,40346 US Hwy 19 N,Tarpon Springs,FL,34689,US,28.1386631,-82.740869,(727) 938-2483,https://tarponshoresinn.com/,3.9,476.0,"Infrared Sauna, Jacuzzi, Traditional Sauna",,ChIJ-0ATZWSNwogR0FlPKmJu17c,"Traditional Sauna available in Tarpon Springs, Florida. Hotel Guests available.",plunge,https://plungesaunafinder.com/florida/tarpon-springs/tarpon-shores-inn,False,
Frío Cryotherapy & Wellness,283 S US Hwy 1,Tequesta,FL,33469,US,26.958611,-80.084119,(561) 421-6153,https://friocryotherapywellness.com/,4.8,129.0,"Cryotherapy, Infrared Sauna, Traditional Sauna",,ChIJ01-ls8cp34gRuah1hH4qAyU,"Cryotherapy available in Tequesta, Florida. Private Session available.",plunge,https://plungesaunafinder.com/florida/tequesta/fr-o-cryotherapy-wellness,False,
Playalinda Health Spa and Fitness,11 Main St Unit 3,Titusville,FL,32796,US,28.6124304,-80.8064868,(352) 234-3156,https://www.lifebalancefit.com/services-9,,,"Infrared Sauna, Red Light Therapy, Massage",,,"Infrared Sauna available in Titusville, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/titusville/playalinda-health-spa-and-fitness,False,
Augment Wellness,3244 Lithia Pinecrest Rd #103,Valrico,FL,33596,US,27.8944635,-82.2468218,(813) 473-2430,https://www.augmentwellnessvalrico.com/,5.0,13.0,"Cold Plunge, Infrared Sauna, Hot Tub, Halotherapy, Red Light Therapy",,ChIJizGGaP7NwogR3RXKkg-ta0Q,"Cold Plunge available in Valrico, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/valrico/augment-wellness,False,
DRIP Infrared Sauna & Cold Plunge Studio,1578 Bloomingdale Ave,Valrico,FL,33596,US,27.894366,-82.2569081,(813) 657-2010,https://dripinfraredsaunastudio.com/,5.0,73.0,"Infrared Sauna, Cold Plunge",,ChIJRf4bcLLTwogRWU3zpZ31YDo,"Infrared Sauna available in Valrico, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/valrico/drip-infrared-sauna-cold-plunge-studio,False,
Energy Spa & Tanning,1555 U.S. Rte 1 #103,Vero Beach,FL,32960,US,27.6308029,-80.3901594,(772) 562-3845,http://www.energyspaverobeach.com/,4.8,132.0,"Steam Room, Infrared Sauna, Traditional Sauna, Cold Plunge, Red Light Therapy, Halotherapy",,ChIJkdLceXBf3ogRtS6LcumxbYY,"Steam Room available in Vero Beach, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/vero-beach/energy-spa-tanning,False,
The Well Lab,1961 Old Dixie Hwy,Vero Beach,FL,32960,US,27.6378743,-80.3989458,(772) 299-8994,http://thewellvero.com/?y_source=1_MjgxODE0NzUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,5.0,42.0,"Infrared Sauna, Massage",,ChIJezx8v1df3ogRJv_o0ryp3NI,"Infrared Sauna available in Vero Beach, Florida. Private Session available.",plunge,https://plungesaunafinder.com/florida/vero-beach/the-well-lab,False,
The Wellness Spot,1060 6th Ave,Vero Beach,FL,32960,US,27.6211618,-80.384419,(772) 481-9355,https://www.twsvero.com/,5.0,9.0,"Infrared Sauna, Red Light Therapy, Massage",,ChIJN_Q8uxVf3ogR_a9lT8hPU8c,"Infrared Sauna available in Vero Beach, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/vero-beach/the-wellness-spot,False,
Cold Plunge Florida,3460 Fairlane Farms Rd #3,Wellington,FL,33414,US,26.6341723,-80.2240013,(561) 785-4161,https://coldplungeflorida.com/,5.0,98.0,"Cold Plunge, Infrared Sauna, Traditional Sauna",,ChIJH6oppxol2YgRQheHERyH28k,"Cold Plunge available in Wellington, Florida. Day Pass available.",plunge,https://plungesaunafinder.com/florida/wellington/cold-plunge-florida,False,
"HOTWORX - Wellington, FL",860-2 S State Rd 7,Wellington,FL,33414,US,26.6650565,-80.2010488,(561) 342-1566,https://www.hotworx.net/studio/wellington,4.7,133.0,Infrared Sauna,,ChIJ5aKXi0Yv2YgRa7-r4vUWJ94,"Infrared Sauna available in Wellington, Florida. Membership available.",plunge,https://plungesaunafinder.com/florida/wellington/hotworx-wellington-fl,True,HOTWORX
LA Fitness,10180 Forest Hill Boulevard,Wellington,FL,33414,US,26.6493443,-80.2065098,,https://www.lafitness.com/Pages/clubhome.aspx?clubid=196&utm_source=google&utm_medium=googlemaps&utm_campaign=maps,,,Traditional Sauna,,,,plunge,https://plungesaunafinder.com/florida/wellington/la-fitness-16jwrm,True,LA Fitness
LA Fitness,8888 Lantana Road,Wellington,FL,33467,US,26.5892897,-80.1873322,,https://www.lafitness.com/Pages/clubhome.aspx?clubid=588&utm_source=google&utm_medium=googlemaps&utm_campaign=maps,,,Traditional Sauna,,,,plunge,https://plungesaunafinder.com/florida/wellington/la-fitness-mgahzi,True,LA Fitness
